#! FIELDS phi ffphir
#! SET normalisation  1.000000
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  600
#! SET periodic_phi true
 -3.141593 25.500445
 -3.131121 25.520789
 -3.120649 25.438593
 -3.110177 25.535617
 -3.099705 25.571997
 -3.089233 25.566649
 -3.078761 25.697821
 -3.068289 25.732015
 -3.057817 25.878821
 -3.047345 25.934018
 -3.036873 26.053407
 -3.026401 26.177365
 -3.015929 26.271812
 -3.005457 26.418513
 -2.994985 26.581036
 -2.984513 26.751305
 -2.974041 26.897368
 -2.963569 27.138521
 -2.953097 27.356084
 -2.942625 27.558121
 -2.932153 27.725004
 -2.921681 28.051092
 -2.911209 28.243260
 -2.900737 28.493666
 -2.890265 28.749596
 -2.879793 29.002776
 -2.869321 29.316794
 -2.858849 29.613062
 -2.848377 29.959464
 -2.837905 30.291438
 -2.827433 30.614780
 -2.816961 30.955044
 -2.806489 31.355709
 -2.796017 31.691236
 -2.785545 32.121895
 -2.775074 32.527781
 -2.764602 32.881219
 -2.754130 33.332944
 -2.743658 33.725542
 -2.733186 34.203431
 -2.722714 34.636761
 -2.712242 35.121053
 -2.701770 35.579903
 -2.691298 36.091594
 -2.680826 36.587189
 -2.670354 37.099116
 -2.659882 37.552239
 -2.649410 38.089101
 -2.638938 38.649241
 -2.628466 39.201589
 -2.617994 39.749758
 -2.607522 40.318906
 -2.597050 40.969964
 -2.586578 41.482663
 -2.576106 42.144071
 -2.565634 42.697910
 -2.555162 43.319657
 -2.544690 43.943833
 -2.534218 44.536366
 -2.523746 45.159461
 -2.513274 45.801544
 -2.502802 46.433083
 -2.492330 47.122525
 -2.481858 47.784529
 -2.471386 48.444963
 -2.460914 49.128611
 -2.450442 49.832954
 -2.439970 50.534452
 -2.429498 51.278629
 -2.419026 51.967315
 -2.408554 52.743969
 -2.398082 53.409615
 -2.387610 54.153601
 -2.377138 54.915594
 -2.366666 55.695152
 -2.356194 56.460739
 -2.345723 57.237426
 -2.335251 58.022576
 -2.324779 58.814084
 -2.314307 59.567415
 -2.303835 60.371889
 -2.293363 61.154992
 -2.282891 61.934976
 -2.272419 62.728781
 -2.261947 63.530699
 -2.251475 64.340680
 -2.241003 65.104891
 -2.230531 65.934318
 -2.220059 66.783767
 -2.209587 67.587553
 -2.199115 68.408064
 -2.188643 69.288471
 -2.178171 70.122270
 -2.167699 70.930791
 -2.157227 71.816619
 -2.146755 72.682269
 -2.136283 73.539132
 -2.125811 74.406282
 -2.115339 75.287163
 -2.104867 76.065149
 -2.094395 77.021972
 -2.083923 77.850936
 -2.073451 78.765056
 -2.062979 79.648303
 -2.052507 80.499934
 -2.042035 81.370970
 -2.031563 82.254109
 -2.021091 83.142764
 -2.010619 83.979995
 -2.000147 84.837643
 -1.989675 85.709141
 -1.979203 86.618921
 -1.968731 87.474529
 -1.958259 88.324912
